0000003829;T-Bone Walker;;"Blues, R&B;";"Electric Texas Blues, Regional Blues, Texas Blues, Early R&B;";http://cps-static.rovicorp.com/3/JPG_400/MI0001/335/MI0001335293.jpg?partner=allrovi.com
0000824599;Little Walter;;Blues;Chicago Blues, Electric Chicago Blues, Electric Harmonica Blues, Harmonica Blues, Regional Blues, Electric Blues;http://cps-static.rovicorp.com/3/JPG_400/MI0001/333/MI0001333047.jpg?partner=allrovi.com
0000036031;Sonny Boy Williamson II;;"Blues, R&B;";"Chicago Blues, Electric Chicago Blues, Electric Harmonica Blues, Harmonica Blues, Regional Blues, Electric Blues, Electric Delta Blues, Acoustic Chicago Blues, Delta Blues, Early R&B;";http://cps-static.rovicorp.com/3/JPG_400/MI0001/403/MI0001403677.jpg?partner=allrovi.com
0000962064;Junior Wells;;Blues;Blues Revival, Chicago Blues, Electric Chicago Blues, Electric Harmonica Blues, Modern Electric Blues, Modern Electric Chicago Blues, Regional Blues, Harmonica Blues;http://cps-static.rovicorp.com/3/JPG_400/MI0001/390/MI0001390018.jpg?partner=allrovi.com
0000197040;Champion Jack Dupree;;"Blues, R&B;";"Piano Blues, Chicago Blues, New Orleans Blues, Regional Blues, Acoustic Chicago Blues, Early R&B;";http://cps-static.rovicorp.com/3/JPG_400/MI0001/348/MI0001348200.jpg?partner=allrovi.com
0000251494;Leroy Carr;;Blues;Piano Blues, Early American Blues, Acoustic Blues, Urban Blues, Pre-War Blues;http://cps-static.rovicorp.com/3/JPG_400/MI0001/470/MI0001470605.jpg?partner=allrovi.com
0000630882;Brownie McGhee;;"Blues, R&B;";"Acoustic Blues, Country Blues, Folk-Blues, East Coast Blues, Piedmont Blues, Regional Blues, Blues Revival, Early R&B;, Pre-War Country Blues";http://cps-static.rovicorp.com/3/JPG_500/MI0001/398/MI0001398577.jpg?partner=allrovi.com
0000892206;Michael Bloomfield;;Blues, Pop/Rock;Electric Chicago Blues, Regional Blues, Blues-Rock, Modern Electric Chicago Blues, Jazz-Rock, Acoustic Chicago Blues, Psychedelic/Garage;http://cps-static.rovicorp.com/3/JPG_400/MI0001/334/MI0001334348.jpg?partner=allrovi.com
0000242511;"Johnny ""Guitar"" Watson";;"Blues, R&B;";"Electric Blues, Electric Texas Blues, Modern Electric Texas Blues, Pop-Soul, Regional Blues, Soul, Funk, Modern Electric Blues, Early R&B;";http://cps-static.rovicorp.com/3/JPG_400/MI0001/332/MI0001332476.jpg?partner=allrovi.com
0000349439;Pinetop Perkins;;Blues, Jazz;Piano Blues, Chicago Blues, Regional Blues, Acoustic Blues, Boogie-Woogie;http://cps-static.rovicorp.com/3/JPG_400/MI0003/185/MI0003185757.jpg?partner=allrovi.com
0000100854;Jimmy Witherspoon;;"Blues, Jazz, R&B;";"Urban Blues, Early R&B;, Jazz Blues, Jump Blues, Regional Blues, Texas Blues";http://cps-static.rovicorp.com/3/JPG_400/MI0001/415/MI0001415958.jpg?partner=allrovi.com
0000300534;Little Milton;;"Blues, R&B;, Jazz";"Electric Blues, Electric Chicago Blues, Modern Electric Blues, Regional Blues, Soul-Blues, Juke Joint Blues, Memphis Blues, Retro-Soul, Soul, Boogie-Woogie, Early R&B;";http://cps-static.rovicorp.com/3/JPG_400/MI0001/340/MI0001340126.jpg?partner=allrovi.com
0000421122;Memphis Slim;;"Blues, R&B;";"Acoustic Blues, Jump Blues, Piano Blues, West Coast Blues, Early R&B;, Chicago Blues, Regional Blues";http://cps-static.rovicorp.com/3/JPG_400/MI0001/359/MI0001359819.jpg?partner=allrovi.com
0000755501;?;Brownie McGhee, Sonny Terry;Blues;East Coast Blues, Piedmont Blues, Regional Blues, Acoustic Blues, Country Blues, Folk-Blues;http://cps-static.rovicorp.com/3/JPG_500/MI0001/337/MI0001337178.jpg?partner=allrovi.com
0000019339;Paul Butterfield;;Blues, Pop/Rock;Blues-Rock, Chicago Blues, Electric Chicago Blues, Electric Harmonica Blues, Harmonica Blues, Regional Blues, Modern Electric Chicago Blues;http://cps-static.rovicorp.com/3/JPG_400/MI0001/334/MI0001334279.jpg?partner=allrovi.com
0000369270;Professor Longhair;;"Blues, R&B;, Latin";"New Orleans R&B;, Early R&B;, New Orleans Blues, Regional Blues, Piano Blues, Cuban Traditions, Rumba";http://cps-static.rovicorp.com/3/JPG_400/MI0001/394/MI0001394967.jpg?partner=allrovi.com
0000830425;Robert Cray;;"Blues, R&B;";Contemporary Blues, Modern Electric Blues, Retro-Soul, Soul, Soul-Blues;http://cps-static.rovicorp.com/3/JPG_400/MI0003/890/MI0003890870.jpg?partner=allrovi.com
0000301955;Lowell Fulson;;"Blues, R&B;, Pop/Rock";"Electric Texas Blues, Regional Blues, Soul-Blues, West Coast Blues, Early R&B;, Urban Blues, Texas Blues";http://cps-static.rovicorp.com/3/JPG_400/MI0001/391/MI0001391453.jpg?partner=allrovi.com
0000898331;Mississippi Fred McDowell;;Blues;Blues Revival, Delta Blues, Regional Blues, Electric Delta Blues;http://cps-static.rovicorp.com/3/JPG_400/MI0003/827/MI0003827685.jpg?partner=allrovi.com
0000309328;Percy Mayfield;;"R&B;, Blues";"Early R&B;, Piano Blues, Regional Blues, Soul, Urban Blues, West Coast Blues";http://cps-static.rovicorp.com/3/JPG_400/MI0001/466/MI0001466061.jpg?partner=allrovi.com
0000151469;Earl King;;"R&B;, Blues";"New Orleans R&B;, Funk, Early R&B;, New Orleans Blues, Regional Blues";http://cps-static.rovicorp.com/3/JPG_400/MI0001/405/MI0001405085.jpg?partner=allrovi.com
0000060679;Big Joe Williams;;Blues;Acoustic Blues, Blues Revival, Delta Blues, Electric Delta Blues, Regional Blues, Pre-War Country Blues, Country Blues;http://cps-static.rovicorp.com/3/JPG_400/MI0001/407/MI0001407063.jpg?partner=allrovi.com
0001486767;John Hammond, Jr.;;Blues, Folk, Pop/Rock;Blues-Rock, Contemporary Blues, Folk Revival, Blues Revival;http://cps-static.rovicorp.com/3/JPG_400/MI0002/749/MI0002749477.jpg?partner=allrovi.com
0000790604;Taj Mahal;;Blues;Contemporary Blues, Electric Country Blues, Folk-Blues, Modern Acoustic Blues, Acoustic Blues;http://cps-static.rovicorp.com/3/JPG_500/MI0003/730/MI0003730837.jpg?partner=allrovi.com
0000135378;James Booker;;"Blues, Jazz, R&B;";"Acoustic New Orleans Blues, Boogie-Woogie, Piano Blues, Regional Blues, New Orleans Blues, New Orleans R&B;, Early R&B;";http://cps-static.rovicorp.com/3/JPG_400/MI0003/713/MI0003713134.jpg?partner=allrovi.com
0000211627;Charlie Musselwhite;;Blues;Electric Chicago Blues, Electric Harmonica Blues, Harmonica Blues, Modern Electric Blues, Regional Blues, Chicago Blues, Modern Acoustic Blues;http://cps-static.rovicorp.com/3/JPG_500/MI0003/730/MI0003730774.jpg?partner=allrovi.com
0000960674;Wynonie Harris;;"R&B;, Blues";"Early R&B;, Jump Blues";http://cps-static.rovicorp.com/3/JPG_400/MI0001/328/MI0001328051.jpg?partner=allrovi.com
